scorer,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,Tail,Tail,Tail,Body1,Body1,Body1,Body2,Body2,Body2,Body3,Body3,Body3,Head,Head,Head
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
581,1036.361,1755.92,0.10100000351667404,965.754,1809.559,0.9909999966621399,884.339,1789.674,0.9359999895095825,83.319,1404.568,0.5519999861717224,795.791,1804.285,0.9929999709129333
582,1036.361,1755.92,0.3059999942779541,971.863,1804.609,0.9900000095367432,884.727,1789.36,0.3179999887943268,83.319,1404.6,0.21799999475479126,795.673,1804.119,0.9959999918937683
583,1036.327,1756.065,0.28600001335144043,978.991,1804.609,0.9139999747276306,884.727,1789.36,0.640999972820282,83.319,1404.568,0.46000000834465027,795.561,1803.975,0.9940000176429749
584,1036.122,1756.118,0.3009999990463257,978.991,1804.308,0.8999999761581421,884.286,1788.538,0.8799999952316284,83.319,1397.511,0.3100000023841858,795.561,1803.859,0.9929999709129333
585,1036.122,1764.151,0.0949999988079071,972.335,1804.444,0.7670000195503235,884.727,1789.36,0.9449999928474426,83.319,1397.253,0.8240000009536743,795.561,1803.859,0.9900000095367432
586,1036.327,1764.151,0.07000000029802322,972.383,1804.459,0.17800000309944153,891.964,1794.111,0.7049999833106995,76.285,1397.253,0.421999990940094,795.561,1803.859,0.9779999852180481
587,,,,972.335,1804.444,0.10300000011920929,971.804,1803.24,0.921999990940094,76.285,1397.253,0.6669999957084656,795.561,1803.859,0.9769999980926514
588,,,,972.335,1804.444,0.20800000429153442,971.804,1803.24,0.7649999856948853,83.326,1397.253,0.25099998712539673,795.542,1803.896,0.9890000224113464
589,923.926,1811.873,0.04800000041723251,972.383,1804.459,0.33500000834465027,971.804,1803.24,0.2240000069141388,842.452,1794.942,0.6299999952316284,789.109,1803.924,0.9940000176429749
590,923.954,1820.41,0.1469999998807907,978.772,1804.621,0.6790000200271606,883.815,1772.163,0.17499999701976776,842.452,1794.942,0.746999979019165,787.052,1803.924,0.9909999966621399
591,,,,979.057,1804.621,0.15299999713897705,883.815,1772.163,0.39100000262260437,842.99,1795.599,0.921999990940094,787.052,1803.649,0.9950000047683716
592,1020.187,1795.526,0.014000000432133675,979.057,1804.621,0.6930000185966492,883.815,1772.163,0.4339999854564667,842.452,1796.517,0.7730000019073486,781.442,1803.649,0.9980000257492065
593,1027.893,1796.035,0.3190000057220459,979.808,1804.621,0.46700000762939453,979.371,1803.647,0.3619999885559082,842.399,1796.517,0.7170000076293945,781.553,1798.357,0.9990000128746033
594,1027.924,1811.647,0.024000000208616257,988.547,1805.697,0.17900000512599945,979.661,1803.647,0.6610000133514404,828.695,1795.934,0.5040000081062317,781.553,1795.959,0.9919999837875366
595,,,,,,,979.661,1803.647,0.6809999942779541,828.405,1795.934,0.5339999794960022,781.442,1795.641,0.9890000224113464
596,,,,915.898,1803.952,0.11500000208616257,979.661,1803.646,0.6990000009536743,828.405,1795.934,0.9660000205039978,780.967,1795.342,0.9620000123977661
597,,,,915.898,1803.952,0.16099999845027924,979.422,1796.879,0.7590000033378601,828.237,1794.161,0.7910000085830688,772.511,1795.342,0.8949999809265137
598,,,,923.465,1803.952,0.3959999978542328,979.422,1796.824,0.8809999823570251,827.618,1794.125,0.48100000619888306,772.511,1795.641,0.9649999737739563
599,939.673,1804.258,0.04500000178813934,923.903,1803.785,0.3240000009536743,979.378,1796.549,0.6570000052452087,83.245,1427.578,0.49300000071525574,772.511,1795.521,0.9959999918937683
600,,,,923.465,1803.584,0.9810000061988831,979.422,1796.099,0.6380000114440918,83.245,1427.578,0.10700000077486038,773.227,1797.089,0.9990000128746033
601,,,,923.465,1802.391,0.550000011920929,979.774,1795.717,0.6380000114440918,83.245,1427.578,0.5559999942779541,779.614,1797.169,0.9940000176429749
602,924.067,1804.366,0.039000000804662704,923.651,1802.391,0.9330000281333923,979.774,1795.55,0.2919999957084656,836.532,1787.16,0.3100000023841858,780.845,1797.375,0.9959999918937683
603,,,,923.903,1802.984,0.9089999794960022,971.79,1795.421,0.7910000085830688,836.532,1787.351,0.15700000524520874,780.946,1797.856,0.9879999756813049
604,,,,923.954,1802.113,0.7300000190734863,964.582,1795.421,0.7250000238418579,836.532,1787.796,0.6639999747276306,781.043,1798.494,0.9950000047683716
605,,,,923.954,1802.113,0.10999999940395355,884.572,1788.809,0.9509999752044678,835.784,1787.351,0.8429999947547913,781.49,1798.494,0.9980000257492065
606,,,,923.954,1797.364,0.289000004529953,883.685,1788.647,0.6740000247955322,835.784,1787.351,0.5099999904632568,781.49,1797.856,0.9850000143051147
607,,,,915.781,1797.352,0.9440000057220459,92.721,1373.226,0.421999990940094,835.784,1795.058,0.44999998807907104,781.043,1797.384,0.9909999966621399
608,,,,915.056,1797.352,0.9750000238418579,92.488,1373.226,0.2070000022649765,828.037,1795.058,0.7269999980926514,780.942,1797.044,0.9769999980926514
609,,,,915.056,1797.364,0.9879999756813049,92.488,1364.279,0.23100000619888306,75.987,1404.525,0.8209999799728394,780.671,1796.179,0.9829999804496765
610,,,,915.056,1797.599,0.9919999837875366,92.488,1364.279,0.30000001192092896,828.324,1787.277,0.6949999928474426,780.206,1796.179,0.9860000014305115
611,,,,916.999,1802.778,0.984000027179718,92.721,1373.226,0.23000000417232513,75.968,1404.525,0.7059999704360962,780.134,1796.179,0.984000027179718
612,,,,917.36,1802.823,0.9909999966621399,100.025,1388.451,0.5950000286102295,75.968,1404.525,0.8920000195503235,780.134,1795.505,0.9900000095367432
613,,,,917.36,1802.864,0.984000027179718,100.025,1363.292,0.597000002861023,828.324,1787.277,0.7770000100135803,780.206,1795.505,0.9950000047683716
614,,,,916.999,1802.864,0.9940000176429749,875.554,1788.069,0.4449999928474426,828.324,1787.277,0.7789999842643738,780.29,1795.505,0.9990000128746033
615,,,,916.758,1802.864,0.984000027179718,875.554,1788.069,0.6499999761581421,827.342,1780.644,0.9070000052452087,780.47,1794.96,0.9909999966621399
616,,,,915.978,1797.747,0.9959999918937683,875.554,1788.561,0.42800000309944153,827.342,1780.644,0.7149999737739563,780.927,1794.299,0.9729999899864197
617,,,,914.253,1795.991,0.9850000143051147,92.473,1363.591,0.48500001430511475,75.972,1428.988,0.8989999890327454,789.512,1788.843,0.9459999799728394
618,,,,914.253,1794.985,0.9980000257492065,876.294,1779.726,0.9649999737739563,75.553,1404.557,0.8220000267028809,789.512,1788.843,0.9589999914169312
619,,,,910.967,1794.985,0.9980000257492065,875.97,1779.726,0.7279999852180481,75.972,1404.557,0.9670000076293945,790.006,1788.737,0.9789999723434448
620,,,,910.967,1795.991,0.9980000257492065,875.97,1779.726,0.8669999837875366,75.858,1397.401,0.8299999833106995,790.263,1788.843,0.9599999785423279
621,,,,910.369,1795.446,1.0,875.97,1779.726,0.7120000123977661,75.858,1397.401,0.7289999723434448,790.263,1788.928,0.9789999723434448
622,,,,910.369,1796.078,1.0,876.294,1779.793,0.2930000126361847,827.375,1764.378,0.6069999933242798,789.547,1788.977,0.984000027179718
623,,,,910.153,1796.078,1.0,875.97,1779.793,0.2240000069141388,827.4,1771.181,0.44200000166893005,789.547,1788.977,0.9769999980926514
624,,,,909.739,1795.905,0.9980000257492065,92.175,1364.248,0.25699999928474426,827.4,1780.251,0.8870000243186951,772.112,1795.746,0.7950000166893005
625,,,,909.739,1795.872,0.9990000128746033,876.568,1779.793,0.5870000123977661,827.4,1780.251,0.9539999961853027,772.072,1795.746,0.8989999890327454
626,,,,909.539,1795.872,0.9890000224113464,876.568,1779.793,0.5799999833106995,827.375,1780.251,0.8159999847412109,764.71,1795.746,0.8989999890327454
627,,,,909.539,1795.714,0.9900000095367432,92.229,1356.397,0.7039999961853027,75.772,1404.437,0.9210000038146973,203.882,874.969,0.925000011920929
628,,,,909.539,1795.714,0.9399999976158142,884.121,1788.919,0.75,75.772,1404.437,0.9319999814033508,203.882,874.969,0.8370000123977661
629,908.213,1804.301,0.057999998331069946,909.84,1795.714,0.9800000190734863,987.391,1794.729,0.46399998664855957,75.485,1404.437,0.9190000295639038,203.882,874.969,0.8199999928474426
630,,,,915.503,1796.072,0.9990000128746033,987.591,1794.729,0.7879999876022339,75.772,1404.583,0.6759999990463257,780.571,1789.468,0.9639999866485596
631,,,,915.789,1796.768,0.9980000257492065,987.591,1795.055,0.6639999747276306,75.916,1428.684,0.9089999794960022,780.571,1789.468,0.9789999723434448
632,,,,916.415,1797.916,0.9990000128746033,987.591,1795.213,0.6129999756813049,836.118,1779.721,0.8489999771118164,780.571,1789.468,0.9900000095367432
633,,,,916.607,1797.916,0.9980000257492065,980.174,1795.213,0.8399999737739563,836.241,1779.721,0.8420000076293945,780.336,1789.266,0.9900000095367432
634,,,,916.607,1798.006,0.9879999756813049,979.991,1795.309,0.9739999771118164,837.843,1780.276,0.9729999899864197,779.669,1788.677,0.9929999709129333
635,,,,916.607,1798.635,0.9850000143051147,979.853,1795.309,0.9860000014305115,837.843,1779.721,0.9879999756813049,779.669,1788.294,0.9990000128746033
636,,,,915.146,1798.006,0.9779999852180481,979.75,1795.021,0.7279999852180481,838.036,1780.276,0.7490000128746033,779.669,1780.729,0.996999979019165
637,,,,915.146,1802.998,0.984000027179718,875.491,1780.653,0.7020000219345093,842.445,1780.276,0.7059999704360962,780.05,1780.729,0.9829999804496765
638,924.311,1804.143,0.032999999821186066,915.086,1803.159,0.9319999814033508,875.406,1780.503,0.7409999966621399,842.779,1780.588,0.7879999876022339,780.103,1780.729,0.9909999966621399
639,,,,915.086,1803.897,0.9240000247955322,868.561,1780.145,0.6740000247955322,842.956,1780.834,0.8539999723434448,787.429,1788.073,0.9879999756813049
640,,,,914.992,1803.159,0.9860000014305115,875.406,1780.127,0.6000000238418579,842.956,1780.834,0.7649999856948853,788.865,1788.262,0.9860000014305115
641,,,,972.391,1804.294,0.972000002861023,875.491,1779.922,0.6690000295639038,842.956,1780.588,0.5680000185966492,788.865,1788.262,0.9549999833106995
642,,,,914.992,1803.159,0.652999997138977,92.566,1452.088,0.5759999752044678,75.653,1397.312,0.7620000243186951,789.899,1788.262,0.9739999771118164
643,,,,972.751,1802.714,0.6579999923706055,92.566,1452.088,0.8859999775886536,75.32,1396.934,0.9580000042915344,789.899,1788.235,0.9980000257492065
644,,,,908.447,1796.043,0.8450000286102295,92.67,1356.457,0.8529999852180481,75.32,1396.934,0.9200000166893005,789.652,1787.724,0.9919999837875366
645,1027.969,1755.681,0.0430000014603138,973.117,1796.043,0.6269999742507935,92.67,1356.403,0.7889999747276306,75.32,1396.653,0.9100000262260437,789.652,1787.357,0.9929999709129333
646,,,,900.415,1795.96,0.6159999966621399,92.566,1356.403,0.7770000100135803,75.433,1396.577,0.8980000019073486,789.899,1781.366,0.9940000176429749
647,,,,900.415,1795.96,0.1599999964237213,92.37,1356.457,0.8069999814033508,75.463,1396.577,0.8740000128746033,795.878,1781.216,0.9710000157356262
648,884.16,1739.89,0.18299999833106995,900.415,1794.893,0.6890000104904175,92.37,1356.457,0.5830000042915344,83.217,1396.41,0.7559999823570251,795.878,1781.216,0.9929999709129333
649,891.955,1739.987,0.0949999988079071,979.18,1794.532,0.9179999828338623,92.359,1356.403,0.33500000834465027,83.217,1396.045,0.43799999356269836,795.878,1781.291,0.996999979019165
650,891.997,1740.204,0.08500000089406967,979.18,1792.855,0.9359999895095825,91.944,1356.172,0.4699999988079071,83.683,1396.045,0.5690000057220459,789.902,1781.291,0.9990000128746033
651,,,,979.428,1792.855,0.9950000047683716,91.944,1356.071,0.29899999499320984,83.698,1396.41,0.671999990940094,789.902,1781.33,0.9990000128746033
652,892.41,1732.912,0.019999999552965164,980.316,1792.83,0.9879999756813049,91.944,1356.071,0.3269999921321869,843.185,1780.612,0.42500001192092896,789.078,1781.508,0.9990000128746033
653,1028.132,1755.726,0.33500000834465027,980.548,1792.618,0.9950000047683716,92.097,1356.161,0.3919999897480011,843.494,1780.612,0.75,789.902,1781.532,0.9990000128746033
654,1028.132,1763.691,0.09000000357627869,981.195,1790.025,0.9819999933242798,92.275,1356.172,0.2669999897480011,843.736,1780.612,0.7400000095367432,790.344,1781.532,0.9980000257492065
655,1028.109,1763.691,0.09700000286102295,981.195,1789.507,0.9909999966621399,92.275,1363.842,0.12300000339746475,843.494,1780.321,0.8930000066757202,795.234,1781.532,0.9750000238418579
656,1028.109,1763.691,0.22300000488758087,981.195,1789.507,0.9850000143051147,92.447,1364.029,0.4050000011920929,843.494,1780.065,0.6970000267028809,795.948,1780.645,0.9850000143051147
657,1028.031,1755.505,0.23800000548362732,979.814,1789.131,0.9660000205039978,92.447,1364.029,0.3160000145435333,59.578,1429.1,0.5789999961853027,795.948,1779.789,0.9909999966621399
658,1028.031,1755.505,0.03500000014901161,979.789,1788.727,0.9750000238418579,92.218,1363.842,0.32600000500679016,59.578,1429.1,0.656000018119812,795.948,1779.789,0.9610000252723694
659,1028.109,1755.505,0.014999999664723873,979.386,1788.696,0.48899999260902405,91.955,1356.7,0.36800000071525574,59.578,1429.1,0.8830000162124634,795.857,1780.553,0.9860000014305115
660,,,,971.754,1788.727,0.765999972820282,91.755,1356.29,0.4650000035762787,75.286,1429.1,0.8040000200271606,790.055,1780.592,0.9909999966621399
661,,,,964.025,1788.727,0.5669999718666077,91.755,1356.29,0.47600001096725464,75.556,1429.1,0.8930000066757202,789.86,1780.553,0.9990000128746033
662,,,,948.446,1794.227,0.746999979019165,91.955,1356.7,0.2329999953508377,75.565,1396.567,0.8799999952316284,789.86,1780.553,1.0
663,,,,948.446,1794.579,0.8999999761581421,971.492,1780.892,0.3630000054836273,75.565,1396.567,0.9179999828338623,789.86,1780.446,1.0
664,,,,948.446,1794.975,0.9010000228881836,971.622,1787.811,0.8899999856948853,75.556,1396.535,0.7720000147819519,790.655,1779.778,0.9990000128746033
665,1011.905,1739.91,0.028999999165534973,948.446,1794.579,0.6359999775886536,971.622,1787.811,0.39899998903274536,75.565,1396.535,0.6639999747276306,790.655,1779.124,0.9959999918937683
666,,,,941.088,1794.579,0.5410000085830688,971.492,1780.892,0.2549999952316284,75.61,1396.838,0.7910000085830688,790.655,1778.503,0.9959999918937683
667,,,,941.088,1794.579,0.9079999923706055,92.214,1356.519,0.6940000057220459,76.13,1404.338,0.7570000290870667,790.013,1778.503,0.9990000128746033
668,1011.857,1739.87,0.0560000017285347,941.088,1794.107,0.9120000004768372,92.214,1356.519,0.5740000009536743,75.61,1396.838,0.8199999928474426,789.022,1779.124,0.9919999837875366
669,,,,941.088,1793.471,0.503000020980835,91.764,1356.519,0.5559999942779541,851.445,1778.948,0.871999979019165,788.397,1780.811,0.9829999804496765
670,1011.935,1739.893,0.06300000101327896,971.746,1779.741,0.9589999914169312,91.764,1356.738,0.5669999718666077,851.755,1779.203,0.8610000014305115,788.397,1780.989,0.9959999918937683
671,1011.949,1739.913,0.04399999976158142,971.746,1779.741,0.8119999766349792,91.937,1356.738,0.6359999775886536,851.917,1780.346,0.7860000133514404,789.022,1781.828,0.9990000128746033
672,1011.961,1739.929,0.05299999937415123,971.746,1779.741,0.9679999947547913,91.937,1356.738,0.19900000095367432,857.996,1781.051,0.9110000133514404,790.208,1781.828,0.9990000128746033
673,,,,970.663,1788.294,0.6740000247955322,91.937,1356.607,0.6880000233650208,858.185,1782.147,0.9430000185966492,796.274,1781.828,0.996999979019165
674,,,,970.663,1788.508,0.5509999990463257,91.937,1356.584,0.6679999828338623,858.185,1782.147,0.9739999771118164,796.392,1781.566,0.9980000257492065
675,899.933,1739.681,0.06800000369548798,965.085,1789.23,0.9900000095367432,91.937,1356.584,0.7570000290870667,858.185,1782.147,0.9100000262260437,796.454,1780.617,0.9990000128746033
676,899.95,1739.77,0.09799999743700027,965.085,1789.23,0.9829999804496765,92.137,1356.607,0.4490000009536743,858.155,1781.675,0.9240000247955322,796.562,1780.054,0.9980000257492065
677,900.053,1739.833,0.035999998450279236,965.085,1789.23,0.9879999756813049,892.081,1780.519,0.8029999732971191,858.155,1781.55,0.9480000138282776,796.562,1779.952,0.9990000128746033
678,,,,964.196,1789.23,0.9710000157356262,892.081,1780.519,0.5740000009536743,75.794,1421.085,0.8450000286102295,796.562,1779.807,0.9980000257492065
679,,,,964.196,1789.23,0.9829999804496765,892.081,1780.519,0.2720000147819519,66.821,1420.986,0.847000002861023,789.098,1779.807,0.9990000128746033
680,,,,964.196,1788.669,0.9769999980926514,91.979,1356.291,0.6650000214576721,66.118,1420.827,0.9480000138282776,788.749,1779.956,0.9990000128746033
681,,,,964.438,1788.603,0.9449999928474426,91.778,1356.224,0.4050000011920929,66.118,1420.827,0.9660000205039978,788.741,1779.956,0.9959999918937683
682,,,,964.438,1788.603,0.9330000281333923,91.629,1356.097,0.4020000100135803,66.118,1420.827,0.9629999995231628,788.022,1780.617,0.9980000257492065
683,,,,965.386,1788.603,0.9909999966621399,91.617,1356.224,0.3109999895095825,68.971,1411.966,0.953000009059906,788.022,1780.919,0.9950000047683716
684,,,,965.386,1788.227,0.9819999933242798,91.577,1356.253,0.3089999854564667,69.098,1411.264,0.9779999852180481,788.266,1781.04,0.996999979019165
685,,,,964.438,1788.227,0.9950000047683716,91.577,1356.224,0.21299999952316284,75.928,1404.397,0.7139999866485596,788.266,1781.04,0.9980000257492065
686,,,,956.124,1789.654,0.9829999804496765,91.577,1356.166,0.1940000057220459,75.928,1404.397,0.8899999856948853,789.037,1781.04,0.9990000128746033
687,1020.164,1740.018,0.03200000151991844,956.372,1789.654,0.753000020980835,91.577,1356.166,0.5849999785423279,75.928,1404.397,0.9079999923706055,790.039,1781.117,0.9990000128746033
688,1020.166,1740.036,0.03400000184774399,956.372,1789.654,0.6499999761581421,91.61,1356.166,0.38100001215934753,66.162,1420.245,0.8709999918937683,790.383,1781.04,0.9980000257492065
689,,,,949.679,1794.64,0.8040000200271606,91.635,1356.166,0.6349999904632568,66.162,1420.343,0.9610000252723694,790.383,1780.942,0.9950000047683716
690,,,,956.372,1794.64,0.8009999990463257,91.655,1388.049,0.15000000596046448,65.472,1420.343,0.921999990940094,796.026,1780.942,0.9940000176429749
691,,,,956.503,1794.503,0.9359999895095825,91.655,1388.049,0.04600000008940697,65.698,1420.343,0.828000009059906,796.026,1780.361,0.968999981880188
692,,,,956.503,1794.428,0.8669999837875366,91.655,1388.049,0.10700000077486038,66.162,1420.343,0.921999990940094,790.351,1779.07,0.9829999804496765
693,,,,956.503,1794.428,0.9409999847412109,884.128,1779.991,0.17299999296665192,66.242,1420.525,0.9290000200271606,789.796,1778.556,0.9929999709129333
694,,,,961.671,1787.908,0.5839999914169312,884.128,1779.991,0.18199999630451202,65.929,1420.596,0.8999999761581421,790.259,1778.556,0.9950000047683716
695,,,,962.791,1787.483,0.9509999752044678,884.128,1780.262,0.19900000095367432,65.929,1420.596,0.9729999899864197,790.174,1777.963,0.9959999918937683
696,,,,962.791,1787.483,0.9869999885559082,892.185,1780.354,0.3330000042915344,65.929,1420.525,0.9760000109672546,790.174,1777.963,0.9990000128746033
697,,,,962.791,1787.483,0.8650000095367432,892.373,1780.607,0.7540000081062317,65.293,1420.304,0.9860000014305115,789.796,1777.819,0.9990000128746033
698,1011.552,1731.636,0.019999999552965164,957.402,1788.179,0.9929999709129333,892.373,1780.607,0.7429999709129333,65.293,1420.304,0.9729999899864197,788.507,1777.819,0.9980000257492065
699,1011.987,1739.762,0.1080000028014183,957.402,1788.179,0.9660000205039978,892.373,1780.607,0.2800000011920929,60.696,1420.304,0.9570000171661377,788.044,1772.842,0.996999979019165
700,1020.049,1740.063,0.07500000298023224,957.402,1788.179,0.7580000162124634,892.373,1788.373,0.07199999690055847,60.696,1420.351,0.9449999928474426,788.044,1772.822,0.9980000257492065
701,,,,964.752,1779.986,0.9700000286102295,892.373,1788.763,0.04500000178813934,65.845,1420.385,0.42800000309944153,788.044,1772.69,0.9990000128746033
702,,,,965.163,1779.811,0.9869999885559082,,,,66.47,1420.385,0.9089999794960022,787.618,1772.69,0.9990000128746033
703,,,,966.021,1779.254,0.9750000238418579,,,,67.196,1420.385,0.574999988079071,787.281,1772.385,0.9980000257492065
704,,,,965.163,1779.811,0.9779999852180481,83.758,1427.964,0.08799999952316284,69.292,1420.415,0.6840000152587891,787.281,1771.878,0.9990000128746033
705,1019.99,1732.007,0.050999999046325684,971.295,1779.254,0.9279999732971191,899.833,1756.325,0.03700000047683716,851.97,1770.579,0.7910000085830688,787.102,1771.844,1.0
706,1020.029,1732.007,0.01600000075995922,971.331,1779.032,0.7900000214576721,907.83,1756.325,0.032999999821186066,852.402,1770.854,0.8029999732971191,787.102,1771.739,1.0
707,1027.626,1739.897,0.01600000075995922,971.295,1779.032,0.9629999995231628,907.83,1756.325,0.12300000339746475,852.663,1771.034,0.9070000052452087,787.462,1771.67,1.0
708,1027.626,1747.997,0.02500000037252903,947.486,1788.781,0.9200000166893005,907.955,1772.195,0.032999999821186066,852.73,1771.034,0.8600000143051147,788.684,1771.607,1.0
709,,,,947.486,1787.512,0.5130000114440918,907.955,1772.195,0.25099998712539673,852.73,1770.854,0.7689999938011169,789.112,1771.473,1.0
710,,,,933.244,1788.776,0.8339999914169312,907.83,1772.208,0.0860000029206276,852.402,1770.854,0.6779999732971191,789.293,1771.473,1.0
711,,,,933.244,1788.776,0.949999988079071,892.096,1779.938,0.02800000086426735,852.317,1771.034,0.8429999947547913,789.359,1771.301,1.0
712,,,,933.244,1787.918,0.8059999942779541,892.096,1780.39,0.026000000536441803,851.857,1771.259,0.6660000085830688,789.606,1771.288,0.9990000128746033
713,,,,940.509,1787.918,0.9909999966621399,892.096,1780.39,0.02199999988079071,65.36,1420.698,0.5690000057220459,790.267,1771.192,0.9990000128746033
714,1019.994,1731.942,0.027000000700354576,946.341,1788.42,0.9269999861717224,892.096,1780.001,0.09000000357627869,65.4,1420.832,0.8389999866485596,790.387,1766.78,0.9990000128746033
715,,,,955.838,1788.244,0.890999972820282,892.096,1779.938,0.0560000017285347,66.649,1420.832,0.9160000085830688,790.387,1766.452,0.9990000128746033
716,,,,955.838,1788.244,0.8930000066757202,91.984,1388.064,0.03700000047683716,65.677,1420.832,0.925000011920929,790.267,1766.428,1.0
717,,,,956.597,1788.244,0.5740000009536743,91.984,1388.064,0.039000000804662704,65.4,1420.725,0.7210000157356262,788.219,1766.428,1.0
718,,,,964.448,1781.894,0.9890000224113464,91.984,1388.064,0.14800000190734863,65.4,1420.725,0.9750000238418579,788.219,1766.246,1.0
719,,,,965.332,1780.663,0.7760000228881836,92.028,1388.457,0.09600000083446503,60.367,1420.32,0.9919999837875366,788.219,1766.208,1.0
720,,,,971.078,1778.616,0.9200000166893005,892.071,1780.11,0.08100000023841858,60.043,1419.618,0.8769999742507935,789.681,1766.208,0.9990000128746033
721,,,,971.078,1778.616,0.9950000047683716,,,,59.808,1419.501,0.8840000033378601,789.681,1766.208,0.9990000128746033
722,,,,971.078,1778.616,0.9670000076293945,883.989,1748.072,0.017000000923871994,59.725,1419.422,0.9039999842643738,789.681,1766.208,0.9959999918937683
723,,,,963.68,1779.248,0.921999990940094,883.989,1748.072,0.1940000057220459,59.725,1419.422,0.8880000114440918,789.617,1766.144,0.9980000257492065
724,892.138,1724.091,0.25200000405311584,963.68,1779.248,0.9399999976158142,892.132,1772.066,0.06300000101327896,59.725,1419.422,0.906000018119812,787.796,1765.966,0.996999979019165
725,,,,963.68,1779.248,0.9919999837875366,892.132,1772.734,0.04100000113248825,844.041,1763.001,0.9760000109672546,787.163,1765.272,0.9959999918937683
726,,,,970.398,1777.974,0.9980000257492065,,,,844.34,1763.345,0.9670000076293945,781.294,1764.237,0.9980000257492065
727,,,,970.692,1777.584,0.9919999837875366,,,,844.482,1763.404,0.9620000123977661,780.925,1764.126,0.9980000257492065
728,,,,971.671,1777.584,0.984000027179718,,,,844.482,1763.404,0.06800000369548798,780.321,1764.032,0.9990000128746033
729,,,,971.806,1777.326,0.9879999756813049,,,,844.482,1763.345,0.6100000143051147,780.321,1763.622,0.9990000128746033
730,,,,971.871,1776.667,0.9480000138282776,91.596,1356.028,0.07400000095367432,76.217,1411.877,0.2160000056028366,780.321,1763.58,0.996999979019165
731,,,,971.871,1776.667,0.9800000190734863,91.625,1356.058,0.46299999952316284,76.019,1411.24,0.4790000021457672,780.91,1763.428,0.996999979019165
732,,,,971.871,1776.667,0.8740000128746033,91.855,1356.168,0.6320000290870667,75.919,1411.24,0.6029999852180481,781.248,1763.428,0.9959999918937683
733,,,,971.871,1776.667,0.6850000023841858,91.654,1363.767,0.5419999957084656,75.919,1411.24,0.6830000281333923,786.657,1763.428,0.9990000128746033
734,,,,957.625,1778.301,0.9800000190734863,91.654,1363.767,0.5249999761581421,75.919,1411.247,0.7310000061988831,786.657,1763.639,0.9980000257492065
735,,,,956.069,1778.45,0.9760000109672546,91.864,1363.935,0.2240000069141388,75.919,1420.468,0.8420000076293945,786.657,1763.804,0.9990000128746033
736,,,,955.509,1778.45,0.9760000109672546,91.864,1364.014,0.09799999743700027,843.582,1764.44,0.23899999260902405,781.532,1763.82,0.9980000257492065
737,1027.973,1739.568,0.01600000075995922,914.788,1778.658,0.9829999804496765,892.089,1763.911,0.029999999329447746,843.582,1764.684,0.6769999861717224,781.269,1763.949,0.9980000257492065
738,,,,914.788,1778.658,0.9810000061988831,892.089,1764.112,0.12999999523162842,843.582,1764.789,0.8669999837875366,781.25,1764.442,0.9990000128746033
739,1036.11,1748.123,0.18199999630451202,914.788,1778.45,0.8989999890327454,892.214,1764.112,0.06300000101327896,843.037,1764.789,0.9800000190734863,781.155,1764.442,0.9980000257492065
740,1036.12,1748.128,0.12300000339746475,914.803,1778.658,0.8690000176429749,892.214,1772.477,0.25699999928474426,842.977,1764.684,0.9739999771118164,781.155,1764.107,0.9990000128746033
741,,,,925.547,1779.123,0.9070000052452087,892.166,1772.477,0.11599999666213989,842.895,1764.259,0.8949999809265137,781.25,1764.107,0.9990000128746033
742,,,,925.732,1779.123,0.9380000233650208,892.166,1772.477,0.17399999499320984,842.895,1763.954,0.9629999995231628,781.25,1763.85,0.9990000128746033
743,,,,947.555,1778.871,0.9020000100135803,892.238,1772.173,0.05400000140070915,842.977,1763.954,0.9390000104904175,781.076,1763.85,0.996999979019165
744,,,,947.551,1778.871,0.8019999861717224,892.292,1772.173,0.2150000035762787,843.629,1763.954,0.5720000267028809,781.371,1763.844,0.9959999918937683
745,,,,947.551,1778.871,0.9079999923706055,916.101,1772.163,0.06800000369548798,850.778,1763.861,0.8309999704360962,781.586,1763.85,0.9900000095367432
746,,,,947.551,1778.871,0.3709999918937683,939.992,1772.151,0.13899999856948853,850.778,1763.861,0.4269999861717224,781.484,1763.844,0.9990000128746033
747,,,,930.864,1779.832,0.164000004529953,940.019,1772.151,0.1679999977350235,844.015,1764.028,0.25999999046325684,781.586,1763.864,0.9959999918937683
