scorer,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000,DLC_resnet50_KF_FullMay24shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,Tail,Tail,Tail,Body1,Body1,Body1,Body2,Body2,Body2,Body3,Body3,Body3,Head,Head,Head
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2765,107.999,1628.109,0.032999999821186066,,,,,,,203.84,1908.184,0.08799999952316284,183.198,837.916,0.9990000128746033
2766,,,,,,,,,,164.201,1908.184,0.2720000147819519,182.914,837.916,0.9990000128746033
2767,107.972,1628.079,0.028999999165534973,91.989,1451.803,0.03799999877810478,,,,156.187,1907.979,0.3659999966621399,182.504,837.916,0.9990000128746033
2768,932.19,1764.093,0.026000000536441803,955.81,1771.907,0.03400000184774399,,,,156.187,1907.979,0.8999999761581421,182.914,837.916,0.9990000128746033
2769,956.033,1771.948,0.05000000074505806,955.863,1771.93,0.027000000700354576,,,,156.15,1907.979,0.3540000021457672,182.914,837.485,0.9990000128746033
2770,956.124,1779.87,0.02800000086426735,,,,,,,156.15,1907.979,0.46000000834465027,183.405,837.328,0.9990000128746033
2771,,,,,,,,,,156.15,1908.016,0.061000000685453415,183.515,836.551,0.9990000128746033
2772,955.948,1764.034,0.029999999329447746,,,,,,,156.129,1908.016,0.16200000047683716,187.237,836.512,0.9980000257492065
2773,,,,,,,,,,156.129,1908.016,0.14300000667572021,187.237,836.432,0.9990000128746033
2774,955.935,1764.024,0.03799999877810478,,,,,,,156.129,1907.991,0.29499998688697815,187.274,836.298,0.9990000128746033
2775,955.951,1764.03,0.02199999988079071,,,,,,,156.129,1907.991,0.17599999904632568,187.274,836.298,0.9990000128746033
2776,,,,,,,,,,156.129,1907.991,0.20100000500679016,187.257,836.186,0.9980000257492065
2777,,,,,,,,,,156.065,1907.959,0.07599999755620956,187.257,835.695,0.9980000257492065
2778,,,,,,,,,,148.476,1907.979,0.13099999725818634,187.274,835.695,0.9980000257492065
2779,956.224,1763.556,0.28600001335144043,947.801,1755.906,0.026000000536441803,,,,156.065,1915.853,0.014999999664723873,187.367,835.695,0.9959999918937683
2780,956.315,1763.739,0.15800000727176666,947.941,1763.762,0.024000000208616257,,,,156.065,1915.853,0.039000000804662704,187.257,836.493,0.9980000257492065
2781,956.315,1763.739,0.11100000143051147,956.043,1763.959,0.02800000086426735,203.93,1908.172,0.017999999225139618,156.041,1915.906,0.06300000101327896,187.246,836.96,0.9980000257492065
2782,956.315,1763.917,0.06300000101327896,,,,,,,156.041,1915.906,0.026000000536441803,187.246,837.359,0.9990000128746033
2783,963.962,1771.711,0.019999999552965164,91.831,1443.96,0.05000000074505806,,,,156.041,1915.906,0.14399999380111694,187.246,837.83,0.9990000128746033
2784,964.352,1771.711,0.017000000923871994,92.037,1443.96,0.06800000369548798,,,,155.983,1915.905,0.11400000005960464,187.246,838.773,0.996999979019165
2785,,,,92.059,1451.748,0.07000000029802322,203.975,1915.872,0.04699999839067459,155.983,1908.171,0.03400000184774399,187.326,838.773,1.0
2786,,,,,,,203.993,1915.877,0.027000000700354576,155.983,1907.939,0.09600000083446503,187.326,838.773,1.0
2787,,,,,,,,,,156.131,1907.9,0.041999999433755875,849.579,1756.852,0.9990000128746033
2788,956.126,1763.67,0.019999999552965164,,,,,,,156.131,1907.814,0.05400000140070915,849.568,1757.053,0.9990000128746033
2789,963.59,1763.67,0.04600000008940697,,,,,,,156.158,1907.798,0.2070000022649765,849.568,1756.792,1.0
2790,963.626,1763.67,0.03200000151991844,91.845,1451.696,0.057999998331069946,,,,156.158,1907.814,0.08399999886751175,849.579,1757.062,1.0
2791,963.626,1755.899,0.10999999940395355,91.895,1451.72,0.13199999928474426,,,,156.158,1907.814,0.02500000037252903,850.504,1757.189,0.9980000257492065
2792,963.692,1755.899,0.06800000369548798,91.909,1451.759,0.2879999876022339,,,,163.921,1899.983,0.0560000017285347,850.504,1757.062,0.9990000128746033
2793,963.692,1755.899,0.5080000162124634,91.896,1451.732,0.1679999977350235,,,,203.508,1907.924,0.07699999958276749,850.504,1756.792,0.9990000128746033
2794,964.255,1763.626,0.4950000047683716,91.896,1451.741,0.05700000002980232,,,,196.083,1908.026,0.04500000178813934,851.364,1757.062,0.9980000257492065
2795,964.255,1763.626,0.29100000858306885,91.989,1451.741,0.12200000137090683,91.68,1492.055,0.02800000086426735,196.083,1908.026,0.028999999165534973,851.364,1757.228,0.9980000257492065
2796,964.258,1763.664,0.2800000011920929,92.008,1451.785,0.07999999821186066,91.683,1492.097,0.03200000151991844,203.912,1916.027,0.03099999949336052,851.364,1760.681,0.9980000257492065
2797,964.283,1763.664,0.13099999725818634,,,,,,,196.083,1916.027,0.04399999976158142,851.364,1760.681,0.9990000128746033
2798,964.29,1763.664,0.054999999701976776,,,,,,,196.056,1916.027,0.023000000044703484,851.364,1760.681,0.9980000257492065
2799,964.316,1763.674,0.14100000262260437,,,,,,,171.989,1915.953,0.01899999938905239,187.37,835.843,0.9990000128746033
2800,,,,,,,,,,163.955,1915.951,0.041999999433755875,187.37,835.843,0.9980000257492065
2801,,,,,,,,,,163.955,1915.951,0.09799999743700027,187.37,835.843,0.9990000128746033
2802,963.913,1755.825,0.020999999716877937,91.96,1451.799,0.0430000014603138,,,,163.959,1915.953,0.061000000685453415,187.44,836.104,0.9990000128746033
2803,,,,,,,,,,163.959,1916.059,0.05400000140070915,849.632,1757.734,0.9990000128746033
2804,,,,91.925,1451.795,0.039000000804662704,,,,163.959,1916.059,0.04899999871850014,849.801,1757.8,0.9990000128746033
2805,,,,92.007,1451.84,0.1120000034570694,,,,163.959,1916.059,0.04699999839067459,850.385,1757.8,0.9990000128746033
2806,,,,,,,,,,163.959,1908.374,0.061000000685453415,850.385,1757.734,0.9990000128746033
2807,,,,,,,,,,156.225,1908.004,0.041999999433755875,850.385,1757.462,0.9990000128746033
2808,955.954,1756.032,0.03500000014901161,,,,,,,156.225,1908.004,0.1599999964237213,183.584,837.731,1.0
2809,,,,91.914,1451.736,0.03999999910593033,,,,163.975,1908.374,0.4650000035762787,183.223,837.731,0.9990000128746033
2810,,,,91.914,1451.765,0.08900000154972076,195.992,1908.045,0.017999999225139618,164.23,1908.374,0.17000000178813934,183.223,836.005,0.9990000128746033
2811,,,,91.918,1451.771,0.10499999672174454,,,,171.993,1908.004,0.06700000166893005,183.584,836.005,1.0
2812,,,,91.918,1451.771,0.22599999606609344,196.115,1908.076,0.02199999988079071,171.993,1915.941,0.05999999865889549,183.84,836.8,0.9990000128746033
2813,956.001,1756.05,0.019999999552965164,,,,,,,171.993,1915.941,0.028999999165534973,183.84,835.812,0.9990000128746033
2814,,,,,,,,,,163.895,1908.265,0.06300000101327896,183.84,835.812,0.9990000128746033
2815,,,,,,,,,,163.873,1908.265,0.11599999666213989,183.39,835.812,1.0
2816,107.644,1628.052,0.24199999868869781,,,,,,,163.873,1915.954,0.19499999284744263,182.965,835.812,0.9990000128746033
2817,107.735,1628.111,0.03799999877810478,,,,,,,148.58,1908.265,0.0949999988079071,182.683,835.678,0.9990000128746033
2818,956.065,1756.066,0.03799999877810478,,,,,,,148.58,1908.062,0.03500000014901161,182.41,835.668,0.9990000128746033
2819,956.11,1756.066,0.03700000047683716,,,,,,,155.967,1908.019,0.010999999940395355,182.21,835.557,0.9990000128746033
2820,,,,,,,,,,156.072,1908.062,0.17399999499320984,181.577,835.485,0.9980000257492065
2821,107.559,1627.766,0.029999999329447746,,,,,,,156.072,1908.062,0.09700000286102295,181.577,835.557,0.9980000257492065
2822,,,,,,,,,,172.021,1915.907,0.08399999886751175,181.577,835.485,0.996999979019165
2823,,,,,,,,,,172.021,1915.915,0.03999999910593033,182.03,835.224,0.9980000257492065
2824,,,,,,,,,,172.027,1915.928,0.050999999046325684,182.489,835.008,0.9980000257492065
2825,,,,,,,,,,172.027,1915.928,0.04899999871850014,182.489,835.008,0.9990000128746033
2826,,,,92.065,1451.766,0.07000000029802322,,,,172.021,1915.915,0.04699999839067459,182.03,835.008,0.9990000128746033
2827,,,,92.088,1451.788,0.05900000035762787,,,,164.104,1915.915,0.057999998331069946,181.975,835.026,0.9980000257492065
2828,,,,,,,,,,164.104,1908.176,0.02500000037252903,180.83,836.771,0.9959999918937683
2829,,,,,,,,,,164.104,1908.176,0.09300000220537186,180.663,836.771,0.9959999918937683
2830,,,,,,,,,,164.104,1908.176,0.13199999928474426,180.663,836.771,0.996999979019165
2831,,,,924.044,1723.733,0.032999999821186066,,,,164.104,1908.176,0.22200000286102295,180.663,836.632,0.9909999966621399
2832,,,,,,,,,,172.095,1915.922,0.05299999937415123,180.948,836.263,0.9940000176429749
2833,,,,91.915,1451.85,0.03099999949336052,,,,172.095,1915.922,0.05700000002980232,181.779,835.694,0.9950000047683716
2834,,,,,,,,,,163.892,1915.915,0.061000000685453415,182.214,835.475,0.9950000047683716
2835,,,,,,,,,,163.892,1915.915,0.0560000017285347,182.474,835.145,0.9990000128746033
2836,,,,,,,,,,172.135,1915.922,0.10100000351667404,182.474,835.145,0.9980000257492065
2837,,,,,,,,,,,,,182.474,835.145,0.9990000128746033
2838,,,,,,,,,,,,,181.805,835.74,0.9990000128746033
2839,,,,92.073,1451.75,0.03999999910593033,,,,,,,181.13,835.871,0.9990000128746033
2840,,,,,,,,,,,,,180.92,835.871,0.9980000257492065
2841,,,,91.959,1451.859,0.04399999976158142,,,,,,,180.92,835.74,0.996999979019165
2842,100.168,1627.981,0.026000000536441803,,,,,,,,,,180.92,835.74,0.9990000128746033
2843,107.915,1628.036,0.02800000086426735,,,,,,,155.965,1907.978,0.04399999976158142,181.351,835.868,0.9990000128746033
2844,107.965,1628.042,0.05400000140070915,,,,,,,163.816,1915.84,0.06300000101327896,181.389,835.868,0.9990000128746033
2845,107.967,1635.965,0.05000000074505806,,,,187.939,1908.232,0.024000000208616257,228.056,1915.972,0.2709999978542328,181.403,836.309,0.9980000257492065
2846,,,,,,,,,,228.093,1915.972,0.04100000113248825,181.878,836.309,0.996999979019165
2847,107.917,1628.041,0.03799999877810478,,,,,,,228.093,1915.947,0.02800000086426735,181.878,836.309,0.996999979019165
2848,107.987,1628.065,0.052000001072883606,,,,187.885,1908.094,0.02199999988079071,243.911,1915.952,0.02500000037252903,181.878,835.899,0.9990000128746033
2849,,,,,,,196.093,1908.156,0.01899999938905239,252.098,1915.952,0.014999999664723873,181.358,835.899,0.9990000128746033
2850,,,,,,,196.141,1908.156,0.03099999949336052,260.081,1915.952,0.0860000029206276,181.358,835.784,0.9990000128746033
2851,,,,,,,196.152,1908.156,0.014999999664723873,267.994,1916.061,0.041999999433755875,181.358,835.899,0.9990000128746033
2852,,,,,,,196.187,1908.144,0.017999999225139618,268.024,1916.071,0.04800000041723251,181.557,836.116,0.9990000128746033
2853,,,,,,,196.269,1908.144,0.013000000268220901,,,,181.663,836.116,1.0
2854,,,,,,,196.269,1908.144,0.01600000075995922,220.116,1907.816,0.026000000536441803,181.733,835.787,0.9990000128746033
2855,908.555,1676.587,0.15299999713897705,,,,,,,,,,181.733,836.171,0.9980000257492065
2856,,,,,,,,,,155.98,1908.041,0.027000000700354576,181.733,835.787,0.9959999918937683
2857,,,,,,,203.924,1908.128,0.017000000923871994,155.98,1908.041,0.2709999978542328,181.669,835.48,0.9950000047683716
2858,,,,,,,,,,156.202,1915.853,0.09700000286102295,181.369,834.957,0.9990000128746033
2859,,,,,,,,,,156.202,1915.853,0.02199999988079071,181.369,834.71,0.9980000257492065
2860,,,,,,,,,,,,,181.669,834.102,0.996999979019165
2861,908.317,1676.656,0.03700000047683716,,,,,,,219.899,1916.085,0.039000000804662704,181.702,834.102,0.996999979019165
2862,908.497,1676.76,0.032999999821186066,,,,,,,,,,181.805,834.102,0.9959999918937683
2863,,,,,,,,,,156.152,1907.955,0.05000000074505806,182.172,834.132,0.9990000128746033
2864,940.094,1724.084,0.039000000804662704,924.116,1723.678,0.03700000047683716,187.964,1908.049,0.02500000037252903,156.186,1907.955,0.32199999690055847,182.172,834.187,0.9990000128746033
2865,,,,,,,188.027,1908.049,0.028999999165534973,156.186,1908.011,0.09399999678134918,182.097,834.307,0.9990000128746033
2866,955.889,1755.875,0.04800000041723251,924.149,1716.016,0.07199999690055847,196.276,1908.202,0.02199999988079071,172.048,1908.172,0.02500000037252903,182.097,834.307,0.9990000128746033
2867,955.995,1756.125,0.0430000014603138,,,,196.276,1908.202,0.02199999988079071,179.773,1916.025,0.04800000041723251,182.097,834.187,0.9990000128746033
2868,,,,,,,196.279,1915.815,0.020999999716877937,179.773,1916.025,0.08699999749660492,181.941,834.187,0.9990000128746033
2869,,,,,,,,,,179.797,1916.103,0.035999998450279236,182.097,833.887,1.0
2870,,,,,,,,,,179.797,1916.107,0.035999998450279236,181.941,833.717,0.9990000128746033
2871,,,,,,,,,,179.773,1916.103,0.032999999821186066,181.899,833.717,0.9990000128746033
2872,,,,,,,,,,172.018,1915.973,0.03500000014901161,181.899,833.717,0.996999979019165
2873,947.74,1755.948,0.02500000037252903,,,,,,,179.797,1916.085,0.13699999451637268,181.899,834.086,0.9980000257492065
2874,,,,,,,,,,172.084,1916.085,0.03500000014901161,181.517,834.086,0.9990000128746033
2875,,,,,,,,,,172.084,1916.085,0.04699999839067459,181.899,834.086,0.9990000128746033
2876,107.562,1627.724,0.012000000104308128,92.014,1451.829,0.29499998688697815,,,,179.934,1916.1,0.15800000727176666,181.927,834.207,0.9990000128746033
2877,107.928,1628.043,0.0560000017285347,92.112,1452.004,0.07400000095367432,,,,196.011,1916.105,0.22300000488758087,182.418,834.207,0.9990000128746033
2878,107.954,1628.058,0.03999999910593033,,,,,,,,,,182.418,834.207,0.9980000257492065
2879,107.954,1628.058,0.03799999877810478,,,,180.058,1907.936,0.026000000536441803,147.75,1900.105,0.032999999821186066,182.418,834.319,0.9980000257492065
2880,,,,,,,180.117,1907.936,0.40299999713897705,244.19,1915.988,0.07199999690055847,181.798,834.477,0.9940000176429749
2881,,,,,,,187.575,1907.947,0.3889999985694885,244.19,1915.988,0.24799999594688416,181.798,834.632,0.9990000128746033
2882,,,,,,,187.818,1907.947,0.3580000102519989,252.121,1915.988,0.25200000405311584,181.798,834.477,0.9990000128746033
2883,108.038,1627.997,0.05400000140070915,,,,187.575,1907.854,0.7139999866485596,252.121,1916.007,0.2329999953508377,181.875,834.319,0.9990000128746033
2884,,,,,,,180.399,1907.751,0.6129999756813049,243.852,1908.148,0.3499999940395355,181.875,834.431,0.9990000128746033
2885,908.419,1692.593,0.024000000208616257,,,,187.575,1907.854,0.6349999904632568,148.398,1907.83,0.22100000083446503,181.875,834.229,1.0
2886,955.85,1755.158,0.07500000298023224,,,,187.818,1907.854,0.36000001430511475,227.904,1907.83,0.45899999141693115,181.776,834.229,0.9990000128746033
2887,955.85,1755.158,0.4429999887943268,,,,187.989,1907.955,0.4580000042915344,227.614,1907.877,0.4189999997615814,181.776,834.229,0.9990000128746033
2888,955.976,1755.25,0.5070000290870667,,,,187.989,1907.955,0.32600000500679016,203.451,1900.141,0.35899999737739563,181.573,834.431,0.9990000128746033
2889,955.85,1755.158,0.7649999856948853,,,,187.989,1907.955,0.18199999630451202,203.451,1900.117,0.5569999814033508,181.349,834.781,0.9990000128746033
2890,955.85,1755.158,0.13600000739097595,,,,187.989,1907.955,0.29600000381469727,203.451,1907.877,0.3310000002384186,181.349,835.048,0.9990000128746033
2891,955.994,1755.596,0.07400000095367432,,,,187.989,1907.935,0.30399999022483826,203.451,1907.875,0.13099999725818634,181.578,835.526,0.9990000128746033
2892,,,,,,,187.906,1900.036,0.22499999403953552,203.451,1907.875,0.25200000405311584,181.578,835.647,0.996999979019165
2893,908.08,1692.046,0.3190000057220459,,,,188.015,1900.001,0.3919999897480011,156.086,1907.875,0.2770000100135803,187.52,835.647,0.996999979019165
2894,,,,,,,188.015,1907.643,0.30799999833106995,220.051,1907.986,0.19200000166893005,187.52,835.048,0.9950000047683716
2895,,,,,,,187.859,1900.001,0.15600000321865082,220.051,1907.986,0.32100000977516174,187.52,833.952,0.996999979019165
2896,,,,,,,187.859,1900.001,0.36800000071525574,203.419,1907.986,0.07599999755620956,181.891,833.676,0.9980000257492065
2897,,,,,,,196.249,1907.643,0.125,188.055,1908.124,0.21199999749660492,181.891,833.676,0.996999979019165
2898,,,,,,,,,,188.055,1916.034,0.028999999165534973,180.923,833.676,0.9950000047683716
2899,,,,,,,,,,172.163,1916.034,0.061000000685453415,180.701,834.456,0.9959999918937683
2900,,,,,,,,,,172.163,1916.108,0.17299999296665192,180.701,834.696,0.9959999918937683
2901,,,,,,,212.05,1900.109,0.03700000047683716,172.16,1916.108,0.1979999989271164,180.896,834.696,0.996999979019165
2902,,,,,,,212.093,1900.132,0.026000000536441803,172.16,1916.108,0.24699999392032623,180.896,834.651,0.9980000257492065
2903,,,,,,,,,,171.989,1916.164,0.06700000166893005,181.369,834.696,0.9980000257492065
2904,107.97,1627.988,0.05900000035762787,,,,,,,171.989,1916.164,0.0430000014603138,181.51,834.744,0.9980000257492065
2905,107.975,1627.991,0.06199999898672104,,,,,,,202.794,1907.983,0.4180000126361847,181.755,835.325,0.9980000257492065
2906,107.975,1628.0,0.07699999958276749,,,,,,,203.286,1916.381,0.4519999921321869,182.234,835.82,0.9980000257492065
2907,107.976,1627.991,0.08100000023841858,,,,,,,220.426,1916.417,0.5839999914169312,182.234,837.023,0.9890000224113464
2908,107.995,1627.991,0.052000001072883606,,,,,,,,,,182.234,837.023,0.9929999709129333
2909,107.987,1627.959,0.2199999988079071,,,,,,,,,,181.264,837.587,0.9950000047683716
2910,107.995,1627.959,0.08699999749660492,,,,,,,,,,181.264,837.587,0.9980000257492065
2911,107.995,1627.957,0.07699999958276749,,,,,,,,,,181.264,837.587,0.9959999918937683
2912,107.987,1627.957,0.07999999821186066,,,,,,,,,,860.387,1755.007,0.996999979019165
2913,107.987,1627.828,0.17299999296665192,,,,,,,,,,860.387,1755.307,0.9950000047683716
2914,107.998,1627.828,0.2329999953508377,,,,,,,,,,860.387,1755.637,0.9929999709129333
2915,108.051,1627.828,0.3140000104904175,,,,,,,,,,860.25,1755.637,0.9890000224113464
2916,108.051,1627.938,0.20800000429153442,,,,,,,,,,860.178,1755.605,0.9869999885559082
2917,108.051,1627.972,0.16300000250339508,,,,,,,,,,860.096,1755.605,0.9950000047683716
2918,108.057,1628.002,0.050999999046325684,,,,,,,,,,860.096,1755.59,0.9890000224113464
2919,108.057,1628.011,0.04100000113248825,,,,,,,,,,860.178,1755.59,0.9890000224113464
2920,,,,,,,,,,,,,860.079,1752.145,0.9739999771118164
2921,106.644,1627.852,0.08500000089406967,,,,,,,,,,860.427,1752.145,0.9929999709129333
2922,107.214,1627.852,0.054999999701976776,,,,,,,,,,860.427,1751.178,0.9909999966621399
2923,107.214,1627.852,0.1860000044107437,,,,,,,,,,180.809,842.368,0.9860000014305115
2924,107.2,1627.521,0.13099999725818634,,,,,,,,,,180.809,842.368,0.9950000047683716
2925,107.2,1627.521,0.36899998784065247,,,,,,,,,,860.549,1755.698,0.996999979019165
2926,107.214,1627.521,0.32199999690055847,,,,,,,,,,861.152,1755.698,0.996999979019165
2927,107.621,1627.725,0.4860000014305115,,,,,,,,,,861.152,1755.772,0.9950000047683716
2928,107.728,1627.751,0.06800000369548798,,,,,,,,,,861.152,1755.941,0.9980000257492065
2929,107.738,1627.752,0.12099999934434891,,,,,,,,,,861.193,1755.962,0.996999979019165
2930,107.728,1627.751,0.08299999684095383,,,,,,,83.948,1564.27,0.017999999225139618,861.274,1756.068,0.996999979019165
2931,107.728,1627.752,0.05700000002980232,,,,,,,,,,861.38,1756.673,0.9980000257492065
2932,107.855,1627.873,0.11900000274181366,,,,,,,,,,861.435,1756.894,0.9950000047683716
2933,107.894,1627.937,0.0430000014603138,,,,,,,,,,861.435,1756.902,0.9940000176429749
2934,107.987,1627.991,0.039000000804662704,,,,,,,,,,861.498,1756.902,0.996999979019165
2935,,,,,,,,,,,,,861.498,1756.902,0.9990000128746033
2936,,,,,,,,,,83.791,1564.388,0.01899999938905239,861.561,1756.782,0.996999979019165
2937,,,,,,,,,,,,,861.426,1756.427,0.9900000095367432
2938,107.234,1627.509,0.04600000008940697,,,,,,,,,,861.095,1755.995,0.9959999918937683
2939,107.813,1627.967,0.04699999839067459,,,,,,,,,,861.095,1755.667,0.9980000257492065
2940,,,,,,,,,,,,,181.193,835.882,0.9990000128746033
2941,,,,,,,,,,,,,181.04,835.514,0.996999979019165
2942,,,,,,,,,,,,,181.193,835.882,0.996999979019165
2943,,,,,,,,,,,,,181.256,835.514,0.9990000128746033
2944,,,,,,,,,,,,,181.04,835.08,0.9980000257492065
2945,107.988,1627.973,0.05900000035762787,,,,,,,,,,180.707,834.418,0.9980000257492065
2946,107.99,1627.979,0.06800000369548798,,,,,,,,,,180.707,834.418,0.9990000128746033
2947,107.994,1627.979,0.0729999989271164,,,,,,,,,,180.605,834.413,0.9929999709129333
2948,107.994,1627.973,0.10100000351667404,,,,,,,92.059,1595.917,0.03099999949336052,180.605,834.361,0.9940000176429749
2949,108.01,1627.975,0.07400000095367432,,,,,,,,,,180.605,834.361,0.996999979019165
2950,108.019,1627.972,0.08500000089406967,,,,,,,,,,180.653,834.367,0.9980000257492065
2951,108.018,1627.972,0.05400000140070915,,,,,,,92.039,1596.064,0.050999999046325684,180.653,834.367,0.996999979019165
2952,108.019,1627.963,0.11599999666213989,,,,,,,,,,180.653,834.46,0.9980000257492065
2953,108.019,1627.963,0.12999999523162842,,,,,,,76.147,1555.748,0.020999999716877937,180.116,834.46,0.9950000047683716
2954,108.019,1627.963,0.164000004529953,,,,,,,,,,179.926,834.367,0.9990000128746033
2955,108.019,1627.973,0.10100000351667404,,,,,,,,,,179.866,834.46,0.9990000128746033
2956,108.031,1627.986,0.07400000095367432,,,,,,,,,,179.769,834.244,0.9980000257492065
2957,108.039,1627.988,0.03999999910593033,,,,,,,,,,179.769,834.054,0.9980000257492065
2958,,,,,,,,,,,,,179.769,834.047,0.9980000257492065
2959,108.006,1627.989,0.13500000536441803,,,,,,,,,,179.911,834.047,0.9980000257492065
2960,108.025,1627.989,0.07800000160932541,,,,,,,,,,180.107,834.047,0.9909999966621399
2961,108.03,1627.996,0.09099999815225601,,,,,,,,,,861.028,1756.737,0.9800000190734863
2962,108.025,1627.989,0.11100000143051147,,,,,,,83.909,1548.168,0.0430000014603138,861.028,1756.737,0.996999979019165
2963,108.006,1627.985,0.08100000023841858,,,,,,,84.243,1588.319,0.06499999761581421,861.028,1756.81,0.9940000176429749
2964,108.03,1627.982,0.03400000184774399,,,,,,,91.948,1588.505,0.02800000086426735,861.037,1756.81,0.9950000047683716
2965,108.03,1627.985,0.054999999701976776,,,,,,,,,,860.969,1756.737,0.9940000176429749
2966,107.984,1627.982,0.32600000500679016,,,,,,,84.021,1556.266,0.07800000160932541,860.929,1756.649,0.9940000176429749
2967,107.984,1627.982,0.4059999883174896,,,,,,,84.219,1556.295,0.18199999630451202,860.839,1756.649,0.9929999709129333
2968,108.11,1627.957,0.3889999985694885,,,,,,,84.316,1588.544,0.04100000113248825,860.789,1756.648,0.9959999918937683
2969,108.054,1627.957,0.18000000715255737,,,,,,,84.316,1588.544,0.057999998331069946,860.581,1756.198,0.9959999918937683
2970,108.054,1627.957,0.32499998807907104,,,,,,,,,,860.581,1756.198,0.9940000176429749
2971,108.054,1627.957,0.1459999978542328,,,,,,,,,,860.175,1755.709,0.9959999918937683
2972,108.08,1627.964,0.0860000029206276,,,,,,,83.763,1596.282,0.029999999329447746,860.581,1756.198,0.996999979019165
2973,108.064,1627.967,0.2540000081062317,,,,,,,,,,860.761,1756.581,0.9959999918937683
2974,108.064,1627.969,0.1289999932050705,,,,,,,83.6,1564.261,0.020999999716877937,860.761,1756.581,0.9940000176429749
2975,108.064,1627.969,0.14300000667572021,,,,,,,83.6,1588.532,0.03099999949336052,179.783,836.873,0.9929999709129333
2976,108.082,1627.972,0.09399999678134918,,,,,,,83.6,1596.156,0.019999999552965164,179.783,835.077,0.9879999756813049
2977,,,,,,,,,,83.554,1596.156,0.07199999690055847,178.637,835.077,0.9980000257492065
2978,,,,,,,,,,83.554,1596.208,0.0860000029206276,178.637,835.077,0.9909999966621399
2979,107.869,1627.896,0.07000000029802322,,,,,,,83.554,1596.227,0.04800000041723251,178.637,835.853,0.9940000176429749
2980,108.0,1627.988,0.06700000166893005,,,,,,,83.562,1596.227,0.03200000151991844,179.325,835.872,0.9959999918937683
2981,108.015,1627.993,0.0860000029206276,,,,,,,,,,179.58,835.872,0.9990000128746033
2982,,,,,,,,,,83.989,1555.978,0.024000000208616257,179.653,836.493,0.9990000128746033
2983,107.974,1628.001,0.10400000214576721,,,,,,,83.989,1555.993,0.04500000178813934,180.213,836.986,0.9990000128746033
2984,107.982,1628.014,0.14800000190734863,,,,,,,84.043,1556.061,0.035999998450279236,861.177,1755.294,0.9959999918937683
2985,108.008,1628.019,0.08900000154972076,,,,,,,83.989,1564.195,0.04399999976158142,861.26,1755.781,0.9959999918937683
2986,108.008,1628.019,0.06199999898672104,,,,,,,84.043,1564.432,0.032999999821186066,861.419,1756.087,0.9959999918937683
2987,108.011,1628.019,0.09799999743700027,,,,,,,83.989,1603.688,0.04800000041723251,865.195,1756.208,0.996999979019165
2988,108.016,1628.019,0.12999999523162842,,,,,,,84.043,1603.89,0.05299999937415123,866.669,1756.223,0.9959999918937683
2989,108.04,1628.018,0.15399999916553497,,,,,,,83.989,1603.693,0.5809999704360962,866.669,1756.407,0.996999979019165
2990,108.04,1628.013,0.4169999957084656,,,,75.762,1595.679,0.04600000008940697,83.989,1603.693,0.3050000071525574,866.669,1756.407,0.996999979019165
2991,108.04,1628.013,0.17900000512599945,,,,,,,83.989,1603.688,0.10599999874830246,866.827,1756.42,0.9980000257492065
2992,108.032,1627.978,0.15600000321865082,,,,,,,84.044,1603.693,0.023000000044703484,866.587,1756.42,0.9959999918937683
2993,108.032,1627.971,0.14399999380111694,92.057,1451.864,0.029999999329447746,,,,83.359,1596.115,0.02800000086426735,865.452,1756.42,0.9890000224113464
2994,108.032,1627.966,0.0860000029206276,92.107,1451.885,0.07199999690055847,,,,83.621,1596.098,0.019999999552965164,178.88,837.059,0.9829999804496765
2995,108.032,1627.966,0.12399999797344208,,,,,,,84.044,1596.115,0.09000000357627869,178.88,837.014,0.9909999966621399
2996,108.016,1627.966,0.12800000607967377,,,,,,,84.116,1604.141,0.023000000044703484,178.88,837.014,0.984000027179718
2997,107.984,1627.966,0.0689999982714653,,,,,,,,,,178.939,837.059,0.9860000014305115
2998,107.984,1627.98,0.05299999937415123,,,,,,,,,,865.742,1756.543,0.9900000095367432
2999,107.984,1627.984,0.04899999871850014,,,,,,,83.919,1588.221,0.06599999964237213,866.089,1756.543,0.9909999966621399
3000,,,,,,,,,,,,,866.089,1756.543,0.9959999918937683
