Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L
2578,373.11377,1095.3936,0.89257044,306.42065,1063.869,0.7309925,258.44974,1043.1107,0.8508261,204.72469,1028.8269,0.7143384,158.55513,1013.5358,0.792008
2579,373.11377,1083.3578,0.8504986,306.28537,1061.0232,0.7777939,257.00565,1040.1902,0.8394714,201.7825,1026.6437,0.73180914,158.4961,1013.6584,0.5297019
2580,360.42447,1080.7903,1.0,300.8772,1055.0627,0.8595218,243.10904,1028.9581,0.86904246,197.90164,1024.8567,0.64346355,158.9107,1014.79706,0.5119409
2581,304.27698,1004.54,0.22574979,265.33417,1022.3065,0.8570511,219.15524,1016.25006,0.41440254,197.87962,1024.8567,0.32184425,166.92209,1021.90656,0.21741074
2582,245.06064,996.2762,0.46478954,214.282,1000.39026,0.43360114,195.79297,1012.7015,0.34546039,187.18512,1024.8567,0.22599022,182.6343,1027.6305,0.2648183
2583,239.17644,986.8209,0.28751203,198.96078,998.63086,0.35908535,188.02718,1012.67395,0.29220238,180.78543,1029.5267,0.22589353,182.6343,1033.8677,0.4065475
2584,239.17644,986.8209,0.6804699,196.5258,996.1004,0.63785106,183.64005,1012.52704,0.4673335,178.53214,1029.7914,0.4248109,182.6343,1045.9202,0.22371481
2585,193.72446,976.7219,0.49204674,188.7231,996.1004,0.42507192,182.83289,1012.67395,0.36659455,177.46452,1032.464,0.5751789,176.27214,1050.0319,0.33657134
2586,212.54858,986.8209,0.20628949,188.7231,998.63086,0.27012974,182.61617,1012.67395,0.30967483,177.46452,1037.309,0.36679727,170.30138,1060.8563,0.5493365
2587,193.72446,984.22455,0.29062924,181.62943,1008.5969,0.35657525,171.81596,1029.7053,0.29817256,173.91632,1043.164,0.4705241,165.9552,1064.7028,0.46523798
2588,160.0625,984.22455,0.44768465,59.309177,1018.3207,0.5254667,165.78264,1036.1295,0.32633084,167.97559,1054.667,0.5969432,165.11223,1076.9972,0.34805492
2589,160.0625,994.9978,0.28800055,59.309177,1019.7385,0.39209515,63.9985,1046.2424,0.42019314,167.6363,1064.3805,0.42556834,164.52417,1097.7482,0.2818436
2590,160.0625,1004.98285,0.26343122,64.68406,1025.798,0.35226688,159.02057,1049.4963,0.38504755,161.78345,1075.269,0.44697675,164.52417,1103.8447,0.34526506
2591,153.66739,1004.98285,0.53111815,64.68406,1040.9402,0.42080817,64.570724,1061.3942,0.46036154,161.62987,1075.5604,0.41968483,164.52417,1111.2216,0.28412676
2592,140.15086,1028.6683,0.3338454,64.68406,1045.8639,0.4319374,64.570724,1077.2317,0.62307054,158.93793,1087.8674,0.50380635,168.66199,1124.7432,0.46846166
2593,140.15086,1039.3163,0.35661545,64.68406,1056.0632,0.49937162,64.570724,1081.8027,0.31796744,158.93793,1110.418,0.35796154,168.66199,1133.7106,0.4033659
2594,135.51877,1040.8058,0.6246026,61.738403,1073.1919,0.56391346,159.02057,1096.8484,0.48056442,161.78345,1124.4192,0.46737963,168.98874,1145.8992,0.40700442
2595,140.15086,1054.1013,0.3758879,60.176865,1089.6118,0.4299256,164.61676,1103.8225,0.58278215,162.72086,1132.9497,0.61436605,168.98874,1160.272,0.44335628
2596,154.92361,1059.9685,0.35141477,60.176865,1095.0104,0.44020867,165.18274,1106.4115,0.55209786,164.40778,1137.3817,0.54424673,168.98874,1174.187,0.41263375
2597,177.17451,1082.2081,0.28811896,60.176865,1104.1322,0.36968908,165.18274,1127.6803,0.34963217,164.5449,1155.0095,0.47476858,169.04576,1187.5547,0.4843261
2598,177.17451,1091.4434,0.6221304,61.24284,1118.0107,0.39743304,164.61676,1136.9735,0.51138806,164.70613,1163.1978,0.6231422,169.04576,1199.5773,0.5391254
2599,177.17451,1096.9739,0.47677726,63.124832,1126.1395,0.4905216,162.20934,1149.4696,0.5699275,164.70613,1180.4126,0.5718158,169.04576,1214.8779,0.47518802
2600,151.82599,1101.6099,0.17629468,63.747063,1135.3965,0.4053436,162.02544,1152.5272,0.5511767,164.70613,1189.6581,0.60086524,167.65515,1226.3184,0.43582618
2601,135.93175,1106.1382,0.20317751,156.60358,1139.528,0.40810397,162.02544,1159.2839,0.6018619,164.69379,1194.042,0.5910906,166.65106,1235.0302,0.5155611
2602,132.43289,1108.2322,0.21156998,156.60358,1147.2727,0.46854737,162.20934,1166.9663,0.65657145,164.70613,1207.1552,0.4938073,166.50937,1246.1987,0.42292023
2603,130.42892,1129.4767,0.34962508,162.95946,1154.46,0.46343473,162.55034,1188.8135,0.49956182,164.69379,1223.1996,0.50298095,166.4016,1263.0333,0.44934455
2604,132.43289,1131.6207,0.52023214,164.25539,1156.693,0.5233039,165.90182,1195.7787,0.49532685,164.69379,1228.6064,0.49504745,165.50677,1269.4218,0.45984423
2605,133.26805,1131.6207,0.64546657,165.40034,1158.4607,0.6078032,166.1025,1199.3582,0.5701698,164.9428,1232.6288,0.52429044,165.50677,1273.4863,0.48569813
2606,133.26805,1131.6207,0.65737516,166.55412,1163.3545,0.59823173,167.25526,1200.4939,0.60436124,165.22696,1233.6815,0.5885841,165.84987,1279.4891,0.52375966
2607,133.98648,1131.6207,0.4385254,167.94847,1163.3545,0.5666004,167.7438,1204.7721,0.56356925,165.22696,1236.1152,0.60152984,165.84987,1284.5712,0.59893376
2608,133.98648,1133.3068,0.32738298,168.3133,1165.6421,0.579356,168.17136,1206.6418,0.57696867,165.30272,1239.4244,0.599615,165.84987,1287.9167,0.5509409
2609,133.98648,1133.9318,0.38692224,170.30814,1166.1208,0.56947833,168.55608,1207.0035,0.5831346,166.69243,1239.8457,0.58014566,165.84987,1289.2577,0.55536646
2610,131.61896,1133.9318,0.43929085,170.30814,1166.3164,0.6006778,169.69583,1209.0876,0.55007225,166.99814,1244.9082,0.595016,163.4368,1292.6794,0.4997345
2611,131.61896,1133.933,0.40572566,170.53065,1166.8195,0.629552,169.69583,1209.3121,0.5618241,168.03334,1245.0581,0.5844911,163.4368,1292.799,0.56364477
2612,131.61896,1133.933,0.44269755,170.53065,1167.8517,0.6444277,169.69583,1209.3492,0.54995435,168.69386,1246.3687,0.56608915,163.4368,1293.052,0.57602596
2613,131.61896,1143.168,0.3605578,171.26639,1168.4863,0.6172542,168.02238,1217.5883,0.5513432,169.16959,1249.556,0.5894092,163.92819,1293.052,0.59968776
2614,131.61896,1152.8129,0.46485725,173.291,1174.9105,0.54026634,168.02238,1221.6459,0.5615615,169.18932,1253.8226,0.549177,164.02026,1293.8774,0.6252256
2615,132.38174,1152.8129,0.76298285,174.75575,1182.7097,0.5378685,168.02238,1223.3755,0.49765438,169.18932,1254.1533,0.51623785,164.34882,1295.8169,0.59217656
2616,132.38174,1153.0817,0.8392288,174.82626,1183.4043,0.5302411,169.10132,1223.602,0.5953999,169.45905,1254.3615,0.55671877,164.34882,1296.2655,0.64539707
2617,132.38174,1153.0817,0.7871269,175.69165,1183.4043,0.5340425,169.79065,1223.9802,0.6100816,169.45905,1254.478,0.575503,164.28284,1298.706,0.61350596
2618,133.9955,1153.0817,0.7125355,175.69165,1183.4043,0.52483493,171.253,1224.0516,0.61617005,169.63045,1254.9808,0.5684439,164.28284,1298.9375,0.6409832
2619,135.10304,1153.0817,0.6731191,175.69165,1184.0432,0.50742507,172.42793,1224.4075,0.57634574,169.70027,1255.1915,0.56288713,163.95416,1300.2784,0.6428812
2620,135.49617,1156.5951,0.66446424,175.9797,1185.4817,0.51372784,172.42793,1226.701,0.58993185,169.70027,1257.0189,0.5161077,163.77148,1301.8331,0.6583493
2621,136.44218,1157.4052,0.6147675,175.7361,1189.1726,0.54451364,172.42793,1227.7673,0.5492418,169.70027,1259.9117,0.5521714,163.06345,1303.126,0.6465502
2622,136.50838,1160.7488,0.65139186,175.7361,1196.6278,0.48033026,171.9372,1232.5837,0.50295734,169.61821,1260.8547,0.5615557,163.00012,1303.1329,0.65340334
2623,137.60617,1167.7584,0.7754962,175.9797,1198.6984,0.55462635,171.9372,1238.3031,0.54376286,169.29243,1262.799,0.59448975,163.00012,1303.9065,0.6353133
2624,138.33685,1170.6547,0.6939377,178.39456,1198.6984,0.51397115,171.9372,1240.8352,0.5720053,169.29243,1264.199,0.6029276,163.06345,1304.0739,0.6452408
2625,140.50339,1170.6547,0.62327284,179.91095,1198.6984,0.48739907,172.59833,1240.8352,0.55292773,169.29243,1265.0674,0.60887104,163.07787,1304.2987,0.6580397
2626,140.50339,1170.6547,0.63568157,179.91095,1198.6984,0.51967186,174.66383,1241.1133,0.53878343,170.43095,1266.2047,0.58727413,163.07787,1304.3745,0.66645265
2627,140.50339,1169.2946,0.5769701,179.91095,1198.6984,0.57284343,174.70084,1241.1305,0.57134986,170.9339,1266.8049,0.60731024,163.09753,1304.5128,0.6154717
2628,74.77768,1169.2946,0.5902247,179.81567,1201.1913,0.58784974,174.70084,1241.8887,0.5445095,170.9339,1268.4838,0.59731185,163.10551,1304.9246,0.5985176
2629,74.77768,1169.0411,0.56384045,179.72101,1203.8988,0.50011957,174.70084,1241.8887,0.5361249,171.24454,1268.4838,0.6199847,163.20813,1305.7733,0.5894202
2630,74.77768,1169.0411,0.5432169,179.11888,1203.8988,0.42301792,174.70084,1241.8887,0.51862055,171.63696,1269.161,0.6359909,163.10551,1305.7965,0.60701233
2631,156.4009,1169.0411,0.6277149,179.11888,1208.4454,0.45494765,174.70084,1239.2125,0.52309716,172.34866,1270.0648,0.6476885,163.10551,1306.3005,0.620083
2632,156.4009,1169.8391,0.26772866,178.50494,1209.6104,0.5126177,181.09091,1239.2125,0.48259452,172.34866,1271.5078,0.6575237,160.65555,1308.1572,0.6635566
2633,160.39333,1181.6251,0.19935374,179.11888,1210.3668,0.26922193,182.88805,1239.2125,0.35597688,172.34866,1278.2511,0.5036082,149.84467,1308.8174,0.5706988
2634,172.093,1191.5062,0.78274745,180.50162,1220.8467,0.27535686,183.50618,1251.9934,0.38473916,169.29941,1282.2671,0.5384079,135.34314,1319.56,0.49586216
2635,188.99132,1191.5062,0.18686752,198.54604,1221.04,0.31374368,184.94026,1253.3212,0.52233136,168.23409,1284.7673,0.5780772,135.34314,1323.4888,0.37733412
2636,188.99132,1195.2476,0.2989251,202.43723,1224.7252,0.41286308,185.05112,1255.5226,0.54327327,168.23409,1287.1404,0.5749661,135.34314,1325.3284,0.4059117
2637,220.98119,1198.6544,0.4903654,203.42465,1224.7252,0.63778293,185.05112,1256.4457,0.5952578,168.05208,1289.1697,0.5616085,135.34314,1328.4386,0.4140771
2638,222.77762,1198.6544,0.13582207,203.42465,1225.5859,0.28449777,184.17015,1257.7357,0.58565146,167.32059,1292.0576,0.63765407,135.21123,1332.9426,0.46582115
