Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L
2593,600.9994,827.4655,0.19378343,122.830765,1668.9808,0.19719864,247.92017,1604.7821,0.22650449,243.86472,1619.9287,0.47671947,226.08102,1657.8915,0.38156524
2594,600.9994,827.4655,0.19901054,122.830765,1668.9808,0.21211137,247.92017,1604.7821,0.31889972,244.1569,1619.9287,0.4360121,226.08102,1655.1176,0.47800243
2595,600.9994,827.4655,0.23632093,122.830765,1668.9808,0.19479984,250.25275,1604.55,0.3101686,245.26141,1619.9287,0.44823813,226.08102,1651.7339,0.47273856
2596,226.54413,1553.0219,0.38366964,248.7533,1575.7057,0.23693328,250.64502,1603.607,0.24017112,247.53331,1621.7885,0.30803534,226.08102,1645.9476,0.4448365
2597,220.53183,1556.3927,0.55814594,251.31104,1575.7057,0.34106603,252.01242,1603.607,0.23816654,248.24431,1621.7885,0.2935508,226.08102,1645.5465,0.45268092
2598,209.24146,1565.4506,0.7032679,253.2536,1575.7057,0.34277797,253.72646,1603.607,0.27134073,248.24431,1621.7885,0.3070418,225.61209,1645.4011,0.44760564
2599,159.16533,1570.3413,0.6044179,288.0982,1609.8995,0.20199755,258.2406,1602.1613,0.22813924,253.61386,1619.474,0.2856391,224.09276,1645.4011,0.43751684
2600,159.16533,1570.3413,0.44982395,288.0982,1609.8995,0.18318693,258.95108,1593.9751,0.17873068,253.61386,1615.936,0.22756045,223.45976,1644.187,0.42506817
2601,209.24146,1565.4506,0.53644997,288.88937,1623.4233,0.20123743,264.22562,1588.5823,0.2919682,253.61386,1614.6644,0.25426772,221.92514,1644.1259,0.48622817
2602,214.28905,1552.9866,0.52053404,288.88937,1609.8995,0.19389118,266.84357,1585.0579,0.42335573,251.60344,1613.0177,0.31419402,220.1732,1644.0452,0.51168984
2603,214.28905,1552.9866,0.47586682,288.88937,1609.8995,0.18789282,272.3305,1579.7816,0.40651035,251.25508,1612.7557,0.41285416,219.85962,1644.0452,0.5157811
2604,214.28905,1552.9866,0.52157265,264.8246,1566.5906,0.20830014,272.3305,1579.7816,0.35291505,251.13101,1610.5256,0.4542078,219.85962,1644.0452,0.5178508
2605,121.89583,1561.7505,0.5898957,264.8246,1559.3848,0.17799462,273.63208,1577.7208,0.34578082,251.13101,1609.8029,0.5026632,219.85962,1644.0452,0.50848585
2606,121.89583,1561.7505,0.58406955,264.8246,1557.8203,0.17145905,273.63208,1577.7208,0.39185935,251.11325,1608.7405,0.5415884,220.07524,1644.0452,0.5106544
2607,121.89583,1561.7505,0.59020686,272.07977,1554.9683,0.20293371,274.85114,1576.1417,0.37551022,251.11325,1608.683,0.56536186,220.13239,1644.3068,0.51668537
2608,121.89583,1532.1975,0.60965395,272.07977,1554.9683,0.3092303,275.1961,1573.3616,0.39315888,251.11325,1608.5979,0.6229035,220.28319,1645.0867,0.5429881
2609,120.47123,1511.6229,0.41540524,286.7344,1546.6945,0.21544755,277.81866,1568.5875,0.5607866,255.05075,1606.4102,0.6701184,220.46,1646.8037,0.5262805
2610,230.14485,1511.6229,0.217618,298.35556,1546.6945,0.21202244,279.38864,1568.5875,0.5614614,256.33163,1606.4102,0.6375503,221.81381,1647.4932,0.56730556
2611,241.1359,1511.6229,0.23015322,298.35556,1547.7506,0.19373187,279.38864,1568.5875,0.53307766,257.67456,1606.4102,0.5942319,222.88434,1647.6173,0.55654824
2612,309.78345,1515.0682,0.30155376,298.35556,1552.7683,0.3361392,279.38864,1569.385,0.5364531,258.06555,1608.1619,0.60452145,223.74423,1650.0791,0.54996395
2613,310.09973,1515.0682,0.5434938,298.35556,1552.7683,0.5410895,278.326,1572.298,0.53367144,258.06555,1610.2203,0.6130575,225.61082,1650.5105,0.56286025
2614,310.83658,1515.0682,0.6240569,298.77695,1557.9026,0.6004569,277.08575,1577.8094,0.5770759,258.06555,1613.1348,0.5806658,226.89006,1651.9993,0.59895873
2615,312.68277,1515.0682,0.69980663,298.77695,1559.9327,0.54167366,276.09378,1580.338,0.5652872,258.06555,1616.8495,0.56829107,226.89006,1653.1844,0.60521203
2616,312.68277,1515.0682,0.66664344,301.86935,1562.0017,0.58728826,275.82324,1582.6764,0.55196583,258.06555,1618.4336,0.5564874,226.89006,1653.5037,0.5885591
2617,320.5661,1514.9507,0.62922883,301.86935,1562.0017,0.60404766,275.82324,1584.1816,0.5386037,258.70877,1620.0398,0.5555027,227.31264,1656.8313,0.5858562
2618,328.9173,1514.6028,0.7599977,301.86935,1562.0017,0.6939251,275.82324,1584.2251,0.57959354,259.11218,1620.452,0.55662143,227.5474,1657.2902,0.60124314
2619,332.96423,1514.5936,0.7580982,300.21118,1561.3071,0.81152165,276.6961,1585.4315,0.5944085,259.40463,1621.5734,0.55971014,227.5474,1657.2902,0.59065515
2620,337.05792,1514.3043,0.8506937,300.21118,1561.3071,0.82226807,278.25577,1586.2369,0.5772099,260.24625,1621.9476,0.5923119,228.66542,1657.0292,0.5793132
2621,337.05792,1512.6582,0.855911,300.21118,1561.3071,0.754327,279.96494,1587.8578,0.5376419,263.07043,1624.4747,0.522261,231.21013,1657.0292,0.58854586
2622,337.05792,1512.4501,0.754711,301.52307,1561.4296,0.5640375,284.94403,1590.4294,0.49979413,263.70343,1625.2548,0.53834933,231.87129,1657.4927,0.5872214
