Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L
2579,271.73187,1138.8501,0.1914437,290.0459,1115.674,0.27408364,247.28142,1114.81,0.6630942,200.77023,1120.1515,0.72092766,151.12962,1127.4014,0.2937938
2580,273.02118,1140.103,0.19195473,294.57318,1116.4293,0.30514312,247.28142,1114.81,0.68919134,200.56128,1119.3486,0.7030495,151.20308,1127.3203,0.27474156
2581,274.15616,1138.5789,0.1135085,296.3369,1117.5156,0.19673201,247.66786,1114.4791,0.68227583,199.32242,1119.3486,0.6987928,151.7287,1127.4014,0.2934379
2582,280.4952,1137.5934,0.104684964,298.3805,1117.5156,0.16737744,247.66786,1114.1431,0.64972705,197.95862,1119.3486,0.6767449,151.78342,1127.3203,0.32592252
2583,306.3806,1116.5322,0.110736616,299.27368,1117.5156,0.28795794,247.66786,1114.1431,0.66928333,197.82399,1119.3486,0.7076153,151.73813,1127.0315,0.3417874
2584,308.51996,1116.5322,0.23664463,299.27368,1113.9655,0.34650573,246.92348,1113.636,0.7045577,197.48692,1119.5552,0.70265806,151.78342,1126.9939,0.31321687
2585,308.51996,1116.5322,0.32739547,299.27368,1111.7377,0.40925363,246.92348,1113.3369,0.77324724,196.40762,1119.5552,0.77313805,151.73813,1126.7728,0.27593842
2586,308.51996,1118.4078,0.35749277,298.947,1111.4237,0.4003855,245.85089,1113.2582,0.7686291,196.40762,1119.3052,0.7561832,151.78342,1126.7152,0.3018108
2587,309.0046,1119.8488,0.4855269,290.66403,1111.4237,0.41059566,244.65047,1113.1366,0.7809699,195.70836,1119.5049,0.7177477,151.73813,1126.5958,0.28676647
2588,309.0046,1121.5314,0.6485885,285.02054,1111.4237,0.3913762,244.5471,1112.6975,0.7531613,195.70836,1119.3052,0.68898886,150.57552,1126.5958,0.31609327
2589,307.80313,1121.5314,0.84587425,285.02054,1111.6329,0.6077847,244.5471,1112.5707,0.80956393,192.60117,1119.2633,0.7929058,142.41002,1126.5958,0.36164257
2590,316.97327,1121.5314,0.64943844,285.02054,1111.6329,0.805233,244.65047,1111.19,0.854556,192.60117,1119.2633,0.7209663,142.41002,1126.5958,0.35235205
2591,323.16473,1108.2537,0.2002754,282.54092,1111.6329,0.36329752,243.93108,1109.2831,0.7386833,190.63881,1119.2633,0.78737396,142.41002,1128.1532,0.29052496
2592,323.16473,1095.6761,0.23786095,282.4345,1097.247,0.45806047,241.1704,1103.07,0.99148893,190.63881,1119.2633,0.83972144,143.65158,1137.3353,0.28570154
2593,311.39432,1083.7006,0.84564835,279.6391,1090.7031,0.74642813,232.7101,1103.07,0.8130949,190.63881,1123.9548,0.819197,144.30318,1143.1628,0.27267575
2594,311.39432,1082.9532,0.23864336,262.70685,1090.4565,0.6743094,231.01453,1103.07,0.6141932,189.87146,1125.24,0.78594863,144.30318,1152.7607,0.46413162
2595,299.4091,1082.431,0.3680069,259.8623,1090.4565,0.6501665,221.10349,1108.913,0.74125737,188.1589,1131.5442,0.81751615,143.65158,1162.1805,0.5736931
2596,287.72336,1082.431,0.87720424,243.26602,1090.4565,0.5587976,220.44557,1109.0555,0.48931828,186.9696,1143.7416,0.6560353,140.64812,1171.1888,0.4226035
2597,281.95822,1082.431,0.26344532,237.075,1099.3219,0.33798337,214.58716,1125.2526,0.51315993,186.29756,1156.6797,0.71223646,137.98785,1182.3625,0.60172373
2598,249.00749,1085.4144,0.21081777,225.34843,1109.4009,0.31841755,214.5643,1131.1599,0.51667374,184.12158,1162.4794,0.8018008,137.98785,1197.3848,0.5620729
2599,228.46542,1091.969,0.8950484,214.47353,1122.8533,0.57790357,213.54393,1139.6514,0.44189778,184.12158,1188.135,0.65614945,137.31761,1218.294,0.37987328
2600,180.90291,1093.2368,0.24616148,214.47353,1124.3368,0.4727075,213.54393,1152.4183,0.38015273,182.15195,1208.011,0.6290864,137.31761,1240.5906,0.3085326
2601,228.46542,1102.5009,0.23440115,214.47353,1132.9962,0.22852834,204.77394,1165.0239,0.45314217,176.06725,1215.5956,0.7628971,137.31761,1257.5266,0.43452
2602,180.90291,1143.3608,0.19947752,212.22525,1159.7122,0.46515456,207.88416,1176.1765,0.54894865,182.15195,1229.6226,0.6794789,131.82504,1273.763,0.4162681
2603,180.90291,1146.1447,0.3762357,214.47353,1181.064,0.68581533,213.54393,1224.5983,0.4247728,182.15195,1278.3112,0.5654004,110.58441,1304.4385,0.51139414
