Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L
2864,604.54156,1389.0194,0.25141677,632.3438,1423.7253,0.4160319,652.66986,1463.8987,0.9136187,668.5141,1504.8179,0.514378,695.46027,1542.3936,0.7450381
2865,603.3127,1381.471,0.28322625,640.30817,1430.0911,0.37777323,652.66986,1464.0134,0.94820833,667.98035,1504.2688,0.49673575,695.2385,1542.3936,0.73243666
2866,142.36084,1256.7557,0.13591841,664.2457,1456.327,0.3323772,652.66986,1464.0134,0.5996417,640.088,1503.934,0.24552928,620.38794,1520.2427,0.05320936
2867,141.77849,1256.7557,0.1257591,664.2457,1456.327,0.3981184,581.7959,1464.0134,0.5201352,605.66833,1486.0769,0.17032884,539.57654,1501.1619,0.24471031
2868,141.77849,1256.7557,0.13552164,664.2457,1456.327,0.22322728,562.55304,1462.1974,0.38445592,592.7482,1449.6582,0.4148044,539.57654,1492.8433,0.2946583
2869,141.77849,1256.7557,0.12900092,625.74493,1434.0328,0.16544071,558.12646,1439.5479,0.2728154,553.03186,1449.4288,0.39501607,539.57654,1478.7352,0.28286567
2870,350.52567,1257.0283,0.1688831,592.2675,1415.9591,0.28143916,551.0428,1438.9791,0.25255498,546.3702,1448.0508,0.4912271,544.9191,1478.4669,0.27097663
2871,574.03284,1359.4077,0.12222513,557.54584,1413.843,0.3399682,551.0428,1424.4679,0.35583597,546.3702,1442.022,0.4691767,549.2329,1476.2349,0.217966
2872,575.5887,1359.4077,0.17320643,555.34705,1403.9465,0.38378713,551.0428,1422.441,0.45934144,546.3702,1442.022,0.46916005,555.29913,1473.5654,0.24251696
2873,574.03284,1357.8423,0.30471444,553.5382,1394.7416,0.27304888,551.47595,1416.8678,0.3622004,547.39545,1441.9598,0.4951363,556.816,1473.2845,0.28052765
2874,574.03284,1357.8423,0.453526,552.01996,1376.5671,0.2338985,555.2135,1407.6925,0.3966442,547.9577,1433.9243,0.482233,557.02924,1469.4119,0.43315104
2875,572.1151,1346.2456,0.35890502,549.9221,1365.0232,0.33826748,556.8929,1406.5503,0.41119203,551.17035,1433.3834,0.4997862,558.8553,1467.8237,0.40612763
2876,570.6471,1342.81,0.38525867,549.9221,1363.7627,0.37386376,561.29254,1403.6934,0.3979687,552.567,1432.9801,0.54514134,559.42975,1465.375,0.45394167
2877,570.44183,1339.927,0.3129086,549.9221,1363.5801,0.4014758,561.8118,1400.8914,0.4010821,553.5317,1431.3138,0.559434,559.9566,1461.2277,0.58114773
2878,555.30865,1339.3387,0.31493914,550.4284,1362.1484,0.28319177,562.4725,1395.4283,0.49533066,554.36975,1429.1644,0.54100955,559.9566,1458.2479,0.60772747
2879,553.5623,1332.9823,0.268513,554.3794,1358.5382,0.4198747,562.68646,1394.4824,0.5053472,555.89325,1427.6647,0.5335466,559.9566,1456.3234,0.5847905
2880,546.1276,1332.9823,0.17173871,554.3794,1358.5382,0.4318911,563.4717,1394.4824,0.5301098,555.89325,1427.6647,0.6077786,555.76306,1454.9558,0.52483755
2881,546.1276,1332.9823,0.21084595,554.1123,1358.2793,0.43806863,562.68646,1392.4814,0.5266578,555.89325,1426.2024,0.5895307,554.06384,1452.931,0.45746034
2882,555.30865,1332.9823,0.23735508,553.56726,1355.7455,0.36509883,562.4725,1391.7372,0.51780605,555.7105,1426.2024,0.54222566,554.06384,1452.1759,0.34699243
2883,563.08185,1323.2234,0.2530982,553.56726,1348.3073,0.2901433,560.4469,1391.2888,0.41215774,555.62946,1425.282,0.54526025,553.8751,1451.4021,0.35670143
2884,563.08185,1316.6392,0.3141803,550.98553,1347.9573,0.3305078,555.76984,1388.4197,0.41115633,553.8952,1416.5784,0.52446926,553.8751,1450.9756,0.3165345
