Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L,avg_dist_vel,jittery,distance_surface,avg_acc,angle
2557.0,264.3408,1759.4478,0.23150839,744.7327,843.66925,0.15600412,661.632,1873.622,0.23348522,566.069,1876.2429,0.19953611,806.60034,827.368,0.27683222,,0,,,
2558.0,264.26657,1760.2223,0.26201037,743.3283,851.5488,0.17926316,633.0996,1872.3029,0.26300856,557.15576,1876.4963,0.2374579,802.1537,822.078,0.28252,,0,,,
2559.0,263.7526,1760.6252,0.3024281,742.9253,841.9925,0.16207322,661.8351,1873.251,0.2804077,556.95886,1875.8947,0.23848648,815.1248,828.5172,0.1916966,,0,,,
2560.0,263.5149,1761.3878,0.30277526,741.98706,840.4621,0.16393831,660.299,1873.31,0.30577102,542.05756,1876.241,0.22005127,815.40295,828.20154,0.17204444,,0,,,
2561.0,826.28015,841.73315,0.18290818,736.4765,857.0514,0.18266748,661.8814,1873.8615,0.2733891,541.3776,1876.163,0.24213374,708.76154,682.88544,0.17301872,,0,,,
2562.0,262.39307,1756.1014,0.2061827,732.8151,859.59314,0.20054893,661.66705,1874.629,0.25892356,542.6252,1875.595,0.26913652,815.54083,828.44904,0.18272093,,0,,,
2563.0,264.4065,1758.4772,0.20403573,730.66766,859.1347,0.21745339,631.8338,1872.937,0.24924083,543.0326,1875.876,0.23215173,799.60876,819.3987,0.19525161,,0,,,
2564.0,262.76636,1756.3357,0.19678603,726.4072,861.4395,0.21654335,632.20807,1873.0898,0.26334774,556.28656,1876.0883,0.24197951,799.5798,820.251,0.18141526,,0,,,
2565.0,705.6111,896.10547,0.1893035,726.1765,860.6769,0.22146654,633.8101,1873.0966,0.26119557,557.90283,1876.103,0.25988787,801.45953,821.2807,0.18795788,,0,,,
2566.0,705.6645,895.4951,0.191753,726.2829,860.26886,0.22651686,635.4159,1872.166,0.21625751,551.49304,1875.7593,0.24395692,800.3581,821.9914,0.26084247,,0,,,
2567.0,705.38696,894.89813,0.22292057,727.399,859.3972,0.2420177,632.20856,1872.6187,0.23003192,551.27313,1876.3444,0.23457766,800.4486,822.629,0.27402568,,0,,,
