Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L,avg_dist_vel,jittery,distance_surface,avg_acc,angle
2939.0,125.82599,932.8071,0.4413885,194.5835,909.57947,0.2822412,265.54037,917.96466,0.5429594,289.36942,959.2294,0.2781497,296.06912,1004.822,0.31379968,,0,,,
2940.0,121.13726,920.7311,0.3396167,208.17464,900.42975,0.37730518,269.72324,925.86505,0.54372734,286.88834,973.05133,0.27812043,297.15482,1013.44293,0.25284138,,0,,,
2941.0,122.3784,909.4432,0.43253452,233.6182,898.55054,0.3664877,270.57822,932.43964,0.5576119,285.88058,977.80084,0.31137976,294.84872,1017.7888,0.3480452,,0,,,
2942.0,205.45123,892.1733,0.23580138,234.43338,898.57733,0.3711503,269.26593,934.60754,0.46865606,283.56964,980.02435,0.3035111,294.1341,1018.41327,0.31913787,,0,,,
2943.0,210.62944,891.1994,0.53937733,244.30746,903.7472,0.3703699,269.90195,945.53577,0.48005852,284.21133,982.74915,0.29745144,295.86078,1024.6619,0.32532516,,0,,,
2944.0,211.47452,886.05347,0.2859081,243.77306,903.66626,0.38862953,269.39047,949.13184,0.49835053,282.4337,984.4114,0.2928299,296.66962,1025.3538,0.29484734,,0,,,
2945.0,203.20288,876.7554,0.39119542,241.72833,901.4902,0.46687463,268.32434,950.58,0.4637297,280.97888,984.42944,0.27263522,295.68124,1025.4376,0.269276,,0,,,
2946.0,213.91315,880.96313,0.58412606,252.78401,915.3872,0.5626845,270.0199,957.8728,0.4281126,283.1362,992.2436,0.3196317,298.34598,1029.4469,0.30043104,,0,,,
2947.0,212.81117,878.65564,0.48898816,247.18552,911.10187,0.57387316,267.63867,952.303,0.41642985,282.95456,992.67316,0.32776812,298.09995,1030.1989,0.31360844,,0,,,
2948.0,208.91142,868.3944,0.37239397,247.18175,914.72723,0.5453673,270.1553,958.1696,0.42305475,283.9869,993.9037,0.34295908,296.6623,1031.9631,0.33419505,,0,,,
2949.0,178.48067,867.3849,0.6957174,250.04095,916.7259,0.57440686,273.38052,957.21625,0.40391448,287.38486,996.7795,0.34722355,295.34253,1034.2124,0.2669106,,0,,,
2950.0,176.71962,880.5035,0.62651235,220.38419,904.47485,0.39012492,230.66852,913.99646,0.31220385,292.6774,1000.6769,0.2690363,290.04285,1036.8846,0.2578423,,0,,,
2951.0,163.72903,906.3267,0.19051257,225.93971,917.8547,0.4402916,918.42285,1848.0935,0.3263064,292.5107,1011.64655,0.2648533,247.88156,1037.1791,0.44977108,,0,,,
2952.0,160.83888,948.25543,0.6257778,249.25172,942.26355,0.5132567,917.4887,1848.1267,0.3128623,285.30884,1009.3201,0.39842367,243.61096,1031.4465,0.4455166,,0,,,
